,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
35,Ujjivan Small Finance,Operating Exp. Ann.,23.1%,16.2%,"2,908.7","2,793.2","2,279.1","1,802.1","1,496.4","1,230.1","1,318.6","1,003.4",652.9,111.4,,
36,Ujjivan Small Finance,Operating Profit Ann.,42%,21.5%,"1,540.2","1,689.2","1,917.1","1,485",590.5,809.3,637.2,309,319.6,5.3,,
37,Ujjivan Small Finance,OPM Ann. %,7.5%,2.2%,,23.46%,29.66%,31.24%,18.89%,25.96%,21.06%,15.17%,20.24%,2.36%,,
38,Ujjivan Small Finance,Total Exp. Ann.,22.3%,19.3%,,"6,474.5","5,182.4","3,654.3","3,540.7","3,108.6","2,675.9","1,838.4","1,572.5",226.1,,
39,Ujjivan Small Finance,EBITDA Ann.,39.6%,20.8%,,"1,824","2,015.4","1,575.3",670.9,886.1,709.9,369.6,361,10.4,,
40,Ujjivan Small Finance,EBITDA Ann. margin %,5.7%,1.5%,,25.33%,31.18%,33.14%,21.46%,28.43%,23.46%,18.14%,22.86%,4.61%,,
41,Ujjivan Small Finance,Interest Ann.,37.8%,20.5%,"2,845.3","2,718.1","2,267.7","1,467.1","1,039.2","1,077.5","1,070",725.2,606.9,109.4,,
42,Ujjivan Small Finance,Depr.,18.8%,13.2%,,134.7,98.3,90.3,80.4,76.8,72.6,60.6,41.4,5.1,,
43,Ujjivan Small Finance,PBT Ann.,-,15.1%,677.5,941.6,"1,702.2","1,467.2",-550.4,10.2,466.2,268.4,8.9,0.9,,
44,Ujjivan Small Finance,Tax Ann.,-,13.1%,149.2,215.5,420.7,367.3,-135.8,1.9,116.3,69.2,2,0.9,,
45,Ujjivan Small Finance,PAT Before ExtraOrdinary Items Ann.,-,15.7%,,726.1,"1,281.5","1,099.9",-414.6,8.3,349.9,199.2,6.9,0,,
46,Ujjivan Small Finance,Net Profit Ann.,-,15.7%,528.3,726.1,"1,281.5","1,099.9",-414.6,8.3,349.9,199.2,6.9,0,,
47,Ujjivan Small Finance,NPM Ann. %,-,-2.5%,,11.42%,22.57%,26.40%,-14.73%,0.29%,12.94%,10.87%,0.46%,0.01%,,
48,Ujjivan Small Finance,EPS Adj. latest Ann.,-,16.1%,,3.8,6.6,5.7,-2.1,0,1.8,1,0,,,
49,Ujjivan Small Finance,Result Notes,,,,,Notes,Notes,Notes,Notes,Notes,,,,,
50,Ujjivan Small Finance,Annual Reports,,,,,,,,,,,,,,
51,Ascom Leasing,Total Rev. Ann.,1.1%,4.8%,,12.9,12.3,12.2,12.5,10.7,10.2,9.1,6.2,3.7,1,
52,Ascom Leasing,Operating Exp. Ann.,-,-,,-,5.3,5.2,5.1,3.7,3.1,2.4,1.1,2.8,0.9,
53,Ascom Leasing,Operating Profit Ann.,-,-,,-,7,7,7.3,7.1,7.1,6.6,5.1,0.8,0.1,
54,Ascom Leasing,OPM Ann. %,-,-,,-,56.79%,57.55%,58.91%,65.89%,69.77%,71.96%,81.67%,22.16%,8.19%,
55,Ascom Leasing,Total Exp. Ann.,0.6%,8.8%,,6.1,5.7,5.5,6,4.3,4,3.1,1.4,3,0.9,
56,Ascom Leasing,EBITDA Ann.,-,-,,-,7,7,7.3,7.1,7.1,6.8,5.1,0.9,0.1,
57,Ascom Leasing,EBITDA Ann. margin %,-,-,,-,56.79%,57.55%,58.91%,65.89%,69.77%,73.80%,82.20%,23.21%,10.85%,
58,Ascom Leasing,Interest Ann.,0%,0%,,0.7,0.2,0.2,0.7,0.5,0.7,0.5,0.2,0.1,0,
59,Ascom Leasing,Depr.,-20.6%,-19.7%,,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,,
60,Ascom Leasing,PBT Ann.,1.5%,1.9%,,6.8,6.6,6.6,6.5,6.4,6.2,6,4.9,0.7,0.1,
61,Ascom Leasing,Tax Ann.,2%,1.2%,,1.7,1.7,1.7,1.6,1.6,1.6,1.7,0.5,0.2,0,
62,Ascom Leasing,PAT Before ExtraOrdinary Items Ann.,1.3%,2.1%,,5.1,5,5,4.9,4.8,4.6,4.4,4.4,0.5,0,
63,Ascom Leasing,Net Profit Ann.,1.3%,2.1%,,5.1,5,5,4.9,4.8,4.6,3.5,4.4,0.5,0,
64,Ascom Leasing,NPM Ann. %,0.3%,-2.6%,,39.55%,40.26%,40.82%,39.15%,44.77%,45.20%,38.47%,71.52%,13.40%,4.61%,
65,Ascom Leasing,EPS Adj. latest Ann.,1.6%,2.4%,,4.4,4.2,4.2,4.2,4.1,3.9,3,3.8,0.4,0,
66,Ascom Leasing,Annual Reports,,,,,,,,,,,,,,
67,CSB Bank,Total Rev. Ann.,26%,21.4%,"4,569.2","4,569.2","3,511.8","2,635.7","2,285.1","2,273.1","1,731.5","1,483.4","1,422.2","1,617.5","1,587.6","1,671.9"
68,CSB Bank,Operating Exp. Ann.,25.1%,23.6%,"1,538","1,538","1,280.8",942.5,786.4,729,533.3,562.5,435.9,443.1,432,433.2
69,CSB Bank,Operating Profit Ann.,14%,26.5%,910.2,910.2,779.9,707.4,613.7,613.2,280.6,13.4,74.3,151.7,-3.8,50.1
70,CSB Bank,OPM Ann. %,-9.5%,4.2%,,19.92%,22.21%,26.84%,26.86%,26.98%,16.20%,0.90%,5.23%,9.38%,-0.24%,3.00%
71,CSB Bank,Total Exp. Ann.,29.6%,18.3%,,"3,975.4","2,945","2,088.3","1,826.6","2,054.7","1,718.8","1,680.9","1,519.7","1,615.9","1,737.3","1,725.1"
72,CSB Bank,EBITDA Ann.,11.8%,24.5%,,910.2,835.5,750.6,651.7,654,304.1,29.9,89.9,166.6,10,61
73,CSB Bank,EBITDA Ann. margin %,-11.3%,2.6%,,19.92%,23.79%,28.48%,28.52%,28.77%,17.56%,2.02%,6.32%,10.30%,0.63%,3.65%
74,CSB Bank,Interest Ann.,33.8%,18.2%,"2,121","2,121","1,451.1",985.8,885,930.9,917.6,907.6,912,"1,022.7","1,159.3","1,188.6"
75,CSB Bank,Depr.,10.9%,27.5%,,,55.6,43.2,38,40.8,23.5,16.5,15.6,14.9,13.7,10.9
76,CSB Bank,PBT Ann.,9.2%,42.9%,799.5,799.5,761.4,733.6,614.2,292.6,134,-300.1,-149.4,-8.9,-71.2,-82.2
77,CSB Bank,Tax Ann.,9.7%,11.1%,205.7,205.7,194.6,186.3,155.7,74.2,121.3,-102.7,-51.9,-10.5,78.6,-29
78,CSB Bank,PAT Before ExtraOrdinary Items Ann.,9%,115.8%,,593.8,566.8,547.4,458.5,218.4,12.7,-197.4,-97.5,1.6,-149.7,-53.2
79,CSB Bank,Net Profit Ann.,9%,115.8%,593.8,593.8,566.8,547.4,458.5,218.4,12.7,-197.4,-97.5,1.6,-149.7,-53.2
80,CSB Bank,NPM Ann. %,-9.8%,81.4%,,16.50%,19.36%,23.59%,22.49%,11.66%,0.84%,-14.65%,-7.51%,0.11%,-10.09%,-3.44%
81,CSB Bank,EPS Adj. latest Ann.,9%,117.7%,,34.2,32.7,31.6,26.4,12.6,0.7,-11.4,-5.6,0.1,-8.6,-3.1
82,CSB Bank,Result Notes,,,,,Notes,Notes,Notes,Notes,Notes,,,,,
83,CSB Bank,Annual Reports,,,,,,,,,,,,,,
84,Mangalam Global,Total Rev. Ann.,24.4%,32%,"2,113.1","2,302.9","1,680.8","1,231.4","1,196.9",914.1,575.7,330,26.9,2.7,0.7,
85,Mangalam Global,Operating Exp. Ann.,23.8%,31.7%,"2,051.9","2,237.2","1,634.6","1,201.3","1,179.4",899.6,565.4,324.2,26.5,2.5,0.6,
86,Mangalam Global,Operating Profit Ann.,67.7%,38.5%,40.6,44.3,34.5,24.5,9.4,8.2,8.7,5.3,0.4,0.2,0.1,
87,Mangalam Global,OPM Ann. %,34.4%,5.1%,,1.92%,2.05%,1.99%,0.79%,0.89%,1.50%,1.61%,1.56%,6.14%,8.26%,
88,Mangalam Global,Total Exp. Ann.,23.9%,31.8%,,"2,269.2","1,661.3","1,216.5","1,191.7",907,570.8,327,26.6,2.6,0.6,
89,Mangalam Global,EBITDA Ann.,55.2%,44.9%,,65.8,46.2,30.1,17.6,14.4,10.3,5.8,0.4,0.2,0.1,
90,Mangalam Global,EBITDA Ann. margin %,24.8%,9.8%,,2.86%,2.75%,2.45%,1.47%,1.58%,1.79%,1.77%,1.57%,6.21%,8.26%,
91,Mangalam Global,Interest Ann.,47.3%,42.2%,26.7,29.7,23.9,12.1,9.3,5.3,5.1,2.7,0,,0,
92,Mangalam Global,Depr.,-9.5%,50.3%,2.1,2.3,2.8,3,3.1,2.2,0.3,0.2,0.1,0,0,
93,Mangalam Global,PBT Ann.,82.1%,45%,30,31.4,21.3,15,5.2,7,4.9,3,0.3,0.1,0,
94,Mangalam Global,Tax Ann.,85.5%,49.8%,8.3,8.3,2.4,3.1,1.3,1.7,1.1,0.8,,0,,
95,Mangalam Global,PAT Before ExtraOrdinary Items Ann.,80.9%,43.5%,,23.1,18.9,11.9,3.9,5.3,3.8,2.2,0.3,0.1,0,
96,Mangalam Global,Net Profit Ann.,80.9%,43.5%,21.7,23.1,18.9,11.9,3.9,5.3,3.8,2.2,0.3,0.1,0,
97,Mangalam Global,NPM Ann. %,46.7%,9.2%,,1.01%,1.13%,0.97%,0.32%,0.58%,0.65%,0.66%,1.26%,3.95%,1.89%,
98,Mangalam Global,EPS Adj. latest Ann.,91.3%,47.6%,,0.7,0.6,0.4,0.1,0.2,0.1,0.1,0,,,
99,Mangalam Global,Annual Reports,,,,,,,,,,,,,,
100,Goblin,Total Rev. Ann.,57.4%,-1.8%,,56.9,32.7,29,14.6,33.7,62.4,60.5,55.4,46.8,40.1,
101,Goblin,Operating Exp. Ann.,-,-,,-,27.8,25.4,14.2,32.7,57.1,54.9,51.1,44.5,37.5,
102,Goblin,Operating Profit Ann.,-,-,,-,3,0.8,-1.4,1,5.2,5.5,4.2,2.3,2.6,
103,Goblin,OPM Ann. %,-,-,,-,9.10%,2.78%,-9.58%,2.95%,8.27%,9.03%,7.52%,4.88%,6.40%,
104,Goblin,Total Exp. Ann.,48.9%,-1.7%,,54.5,31.2,28.8,16.5,35.6,59.5,57.7,53.1,46.3,39.7,
105,Goblin,EBITDA Ann.,-,-,,-,4.9,3.6,0.4,1,5.3,5.6,4.3,2.3,2.6,
106,Goblin,EBITDA Ann. margin %,-,-,,-,14.86%,12.40%,2.83%,2.96%,8.43%,9.26%,7.80%,4.96%,6.46%,
107,Goblin,Interest Ann.,1.6%,1%,,2.1,2.6,3,2,2.5,2,2.5,1.8,1.6,1.9,
108,Goblin,Depr.,32.6%,11.8%,,0.7,0.7,0.4,0.3,0.4,0.4,0.3,0.2,0.2,0.2,
109,Goblin,PBT Ann.,-,0.7%,,3,1.5,1.4,-1.9,-1.9,2.9,2.8,2.4,0.6,0.5,
110,Goblin,Tax Ann.,81.7%,-3%,,0.6,-0.2,0.1,0.1,0,0.7,0.8,0.7,0.2,0.2,
111,Goblin,PAT Before ExtraOrdinary Items Ann.,-,1.8%,,2.4,1.7,1.3,-2,-2,2.2,2.1,1.7,0.4,0.3,
112,Goblin,Net Profit Ann.,-,1.8%,,2.4,1.7,1.3,-1.6,-2,2.2,2.1,1.7,0.4,0.3,
113,Goblin,NPM Ann. %,-,4.5%,,4.37%,5.60%,4.91%,-12.53%,-5.82%,3.51%,3.42%,3.08%,0.82%,0.80%,
114,Goblin,EPS Adj. latest Ann.,-,2.4%,,1.8,1.3,0.9,-1.2,-1.4,1.6,1.5,1.2,0.3,0.2,
115,Goblin,Annual Reports,,,,,,,,,,,,,,
116,Vishwaraj Sugar,Total Rev. Ann.,-0.6%,4.4%,461.5,461.6,552.2,619.4,470.3,427.1,371.8,287.4,231.5,285.1,338.5,280.5
117,Vishwaraj Sugar,Operating Exp. Ann.,5.6%,5.9%,442.2,442.2,483.5,550.3,375.3,364.4,332,261.6,198.3,238.2,302,254.5
118,Vishwaraj Sugar,Operating Profit Ann.,-50%,-21.2%,11.7,11.7,66.2,66.2,93.5,62,38.4,24.7,23.5,45.9,33.6,21.8
119,Vishwaraj Sugar,OPM Ann. %,-49.7%,-24.5%,,2.53%,11.99%,10.69%,19.87%,14.52%,10.32%,8.60%,10.17%,16.09%,9.93%,7.77%
120,Vishwaraj Sugar,Total Exp. Ann.,5.2%,4.9%,,492.6,529.9,593.8,423.1,414.9,388.3,311.3,232.3,274.6,331.3,280.7
121,Vishwaraj Sugar,EBITDA Ann.,-41.2%,-13.5%,,19.3,68.7,69.1,95,62.6,39.8,25.8,33.2,46.9,36.5,26.1
122,Vishwaraj Sugar,EBITDA Ann. margin %,-40.9%,-17.1%,,4.18%,12.44%,11.15%,20.20%,14.67%,10.70%,8.98%,14.34%,16.45%,10.78%,9.30%
123,Vishwaraj Sugar,Interest Ann.,2%,-3.8%,34.3,34.3,30.5,27.5,32.3,35.7,41.7,36.4,20.9,24.9,17.9,16.1
124,Vishwaraj Sugar,Depr.,1.3%,2%,15.4,16.1,15.9,16,15.5,14.8,14.6,13.3,13.2,11.5,11.3,10.1
125,Vishwaraj Sugar,PBT Ann.,-,-,-30.4,-31.1,22.3,25.6,47.2,12.2,-16.5,-23.9,-0.9,10.5,7.3,-0.1
126,Vishwaraj Sugar,Tax Ann.,-,-,6,6,7.8,49,-13,3.9,-8.7,-6.3,3.4,4.4,6.4,0.5
127,Vishwaraj Sugar,PAT Before ExtraOrdinary Items Ann.,-,-,,-37,14.5,-23.5,60.2,8.3,-7.9,-17.6,-4.3,6.1,0.9,-0.6
128,Vishwaraj Sugar,Net Profit Ann.,-,-,-36.3,-37,14.5,-23.5,60.2,8.3,-7.9,-17.6,-4.3,6.1,0.9,-0.6
129,Vishwaraj Sugar,NPM Ann. %,-,-,,-8.15%,2.63%,-3.80%,12.83%,1.94%,-2.12%,-6.15%,-1.92%,2.13%,0.25%,-0.20%
130,Vishwaraj Sugar,EPS Adj. latest Ann.,-,-,,-1.7,0.7,-1.1,2.8,0.4,-0.4,-0.8,-0.2,0.3,0,-0
131,Vishwaraj Sugar,Result Notes,,,,Notes,Notes,Notes,Notes,Notes,Notes,,,,,
132,Vishwaraj Sugar,Annual Reports,,,,,,,,,,,,,,
133,Gensol Engineering,Total Rev. Ann.,148.9%,66.6%,"1,314.6",,995.9,397.4,162.4,64.6,83.8,77.7,,,,
134,Gensol Engineering,Operating Exp. Ann.,133.7%,60.4%,979.5,,735.5,335.5,141.4,57.6,76.9,69.2,,,,
135,Gensol Engineering,Operating Profit Ann.,228.8%,95.4%,318,,227.6,57.1,19,6.4,4.1,8,,,,
136,Gensol Engineering,OPM Ann. %,32.3%,17.2%,,,22.85%,14.38%,11.72%,9.86%,4.86%,10.33%,,,,
137,Gensol Engineering,Total Exp. Ann.,147.2%,67.2%,,,917.9,362.7,148,60.8,80.3,70.3,,,,
138,Gensol Engineering,EBITDA Ann.,233.8%,97.8%,,,260.4,61.8,21,7,6.8,8.6,,,,
139,Gensol Engineering,EBITDA Ann. margin %,34.1%,18.9%,,,26.15%,15.56%,12.94%,10.84%,8.17%,11.02%,,,,
140,Gensol Engineering,Interest Ann.,284.7%,166.8%,137.5,,108.2,15.8,5.3,1.9,2,0.8,,,,
141,Gensol Engineering,Depr.,275.8%,201.1%,27.7,,74.3,11.4,1.3,1.4,1.4,0.3,,,,
142,Gensol Engineering,PBT Ann.,173.7%,59.7%,169.9,,77.9,34.6,14.4,3.8,3.4,7.5,,,,
143,Gensol Engineering,Tax Ann.,243.9%,64.9%,29.8,,24.4,9.8,3.3,0.6,1.2,2,,,,
144,Gensol Engineering,PAT Before ExtraOrdinary Items Ann.,155.7%,57.6%,,,53.5,24.8,11.1,3.2,2.2,5.5,,,,
145,Gensol Engineering,Net Profit Ann.,165.1%,61.1%,140.2,,59.6,24.9,11.1,3.2,2.2,5.5,,,,
146,Gensol Engineering,NPM Ann. %,3.7%,-4.7%,,,5.55%,6.31%,6.93%,4.98%,2.73%,7.06%,,,,
147,Gensol Engineering,EPS Adj. latest Ann.,169.7%,62.2%,,,15.7,6.6,2.9,0.8,0.6,1.4,,,,
148,Gensol Engineering,Result Notes,,,,,Notes,,,,,,,,,
149,Gensol Engineering,Annual Reports,,,,,,,,,,,,,,
150,Goldkart Jewels,Total Rev. Ann.,2.3%,-2.7%,,82.4,68.2,58.4,77,62.5,94.4,67.2,59,54.5,51.3,54.9
151,Goldkart Jewels,Operating Exp. Ann.,-,-,,-,65,56.3,75.3,60.9,92.7,65.1,57.4,53.5,50.2,53.6
152,Goldkart Jewels,Operating Profit Ann.,-,-,,-,3.2,2.1,1.7,1.6,1.6,2.1,1.6,1,1.1,1.3
153,Goldkart Jewels,OPM Ann. %,-,-,,-,4.65%,3.67%,2.16%,2.56%,1.73%,3.12%,2.72%,1.78%,2.04%,2.37%
154,Goldkart Jewels,Total Exp. Ann.,0.4%,-3.8%,,77.8,66.9,58.1,76.9,62.3,94.2,66.7,58.6,54.4,51.2,54.8
155,Goldkart Jewels,EBITDA Ann.,-,-,,-,3.2,2.1,1.7,1.6,1.6,2.1,1.6,1,1.1,1.3
156,Goldkart Jewels,EBITDA Ann. margin %,-,-,,-,4.65%,3.67%,2.16%,2.56%,1.73%,3.12%,2.72%,1.79%,2.05%,2.37%
157,Goldkart Jewels,Interest Ann.,0%,0%,,1.5,1.8,1.8,1.5,1.4,1.5,1.5,1.2,0.8,1,1.2
158,Goldkart Jewels,Depr.,-,-,,0.1,0.1,0,0,0,0,0,0,0,0,0
159,Goldkart Jewels,PBT Ann.,258.3%,87.2%,,4.6,1.3,1.8,0.1,0.2,0.2,0.5,0.4,0.1,0,0.1
160,Goldkart Jewels,Tax Ann.,-,67%,,1.3,0.4,0.3,0,0.1,0.1,0.1,0.1,0,0,0
161,Goldkart Jewels,PAT Before ExtraOrdinary Items Ann.,220.8%,101.2%,,3.3,1,1.5,0.1,0.1,0.1,0.4,0.3,0.1,0,0.1
162,Goldkart Jewels,Net Profit Ann.,220.8%,101.2%,,3.3,1,1.5,0.1,0.1,0.1,0.4,0.3,0.1,0,0.1
163,Goldkart Jewels,NPM Ann. %,231.9%,118.9%,,4.02%,1.42%,2.58%,0.11%,0.20%,0.08%,0.57%,0.46%,0.11%,0.03%,0.09%
164,Goldkart Jewels,EPS Adj. latest Ann.,171.4%,82.1%,,2,0.6,0.9,0.1,0.1,0.1,0.2,0.2,0,0,0
165,Goldkart Jewels,Annual Reports,,,,,,,,,,,,,,
166,Indian Railway Catering,Total Rev. Ann.,35.9%,15.8%,"4,906","4,903.5","4,434.7","3,661.9","1,952.3",868.7,"2,353.5","1,958.9","1,540.4","1,579.6","1,505.7","1,102.9"
167,Indian Railway Catering,Operating Exp. Ann.,46.2%,14.9%,"3,127.5","3,124.9","2,804","2,265.3","1,000",592.8,"1,562.1","1,486.8","1,180.1","1,226.6","1,176.4",869.3
168,Indian Railway Catering,Operating Profit Ann.,20.8%,16.8%,"1,549.9","1,549.9","1,466.2","1,276.2",879.5,190.3,713.4,383.2,286.7,296.6,190.4,154.8
169,Indian Railway Catering,OPM Ann. %,-11.1%,0.8%,,31.61%,33.06%,34.85%,45.05%,21.91%,30.31%,19.56%,18.61%,18.78%,12.64%,14.03%
170,Indian Railway Catering,Total Exp. Ann.,44.5%,14.7%,,"3,194.4","2,879.8","2,335.1","1,058.8",647.2,"1,609.3","1,517.8","1,206.7","1,251.5","1,197.1",889.7
171,Indian Railway Catering,EBITDA Ann.,23.2%,17.6%,,"1,778.6","1,630.7","1,396.7",952.3,275.9,791.5,472.2,360.3,353,329.3,233.6
172,Indian Railway Catering,EBITDA Ann. margin %,-9.4%,1.5%,,36.27%,36.77%,38.14%,48.78%,31.76%,33.63%,24.10%,23.39%,22.35%,21.87%,21.18%
173,Indian Railway Catering,Interest Ann.,15%,18.3%,16.9,16.9,18.6,16.1,11.1,8.2,7.3,2.4,2.9,2.5,0.1,0.1
174,Indian Railway Catering,Depr.,3.2%,5.7%,52.6,52.6,57.2,53.7,47.8,46.3,39.9,28.6,23.7,22.4,20.5,20.3
175,Indian Railway Catering,PBT Ann.,25.5%,18.7%,"1,757","1,757","1,496.3","1,354",889.5,260.9,745.4,478.6,339,331.5,308.7,213.1
176,Indian Railway Catering,Tax Ann.,25.1%,15.3%,442.3,442.3,385,348.1,225.8,71,216.8,170,119.5,116.8,120,83.1
177,Indian Railway Catering,PAT Before ExtraOrdinary Items Ann.,25.6%,20%,,"1,314.7","1,111.3","1,005.9",663.7,189.9,528.6,308.6,219.5,214.7,188.6,130
178,Indian Railway Catering,Net Profit Ann.,25.6%,20%,"1,314.7","1,314.7","1,111.3","1,005.9",663.7,189.9,528.6,308.6,219.5,214.7,188.6,130.6
179,Indian Railway Catering,NPM Ann. %,-7.3%,3.9%,,28.12%,26.02%,28.40%,35.31%,24.25%,23.22%,16.50%,14.96%,14.09%,13.80%,12.75%
180,Indian Railway Catering,EPS Adj. latest Ann.,25.5%,20%,,16.4,13.9,12.6,8.3,2.4,6.6,3.9,2.7,2.7,2.4,1.6
181,Indian Railway Catering,Result Notes,,,,Notes,Notes,,Notes,Notes,Notes,,,,,
182,Indian Railway Catering,Annual Reports,,,,,,,,,,,,,,
183,Galactico Corporate,Total Rev. Ann.,84.1%,70.4%,6.8,28.7,3.8,4.2,4.6,4.1,2,2,1.6,0.5,,
184,Galactico Corporate,Operating Exp. Ann.,140.7%,84.8%,4.5,23.7,1.7,1.8,1.7,1.8,1.1,0.8,0.4,0,,
185,Galactico Corporate,Operating Profit Ann.,12.9%,50.3%,0.7,2.3,0.6,1.3,1.6,1.6,0.3,0.9,1.1,0.5,,
186,Galactico Corporate,OPM Ann. %,-38.4%,-11.4%,,8.04%,15.35%,30.87%,34.40%,38.68%,14.76%,43.69%,70.11%,92.16%,-89.61%,
187,Galactico Corporate,Total Exp. Ann.,126.3%,81.4%,,25.5,2.3,2.4,2.2,2.3,1.3,1,0.4,0.1,,
188,Galactico Corporate,EBITDA Ann.,19.9%,40.9%,,5,2.1,2.4,2.9,2.3,0.9,1.2,1.2,0.5,,
189,Galactico Corporate,EBITDA Ann. margin %,-35.2%,-17.9%,,17.37%,55.79%,56.60%,63.72%,56.56%,46.62%,61.23%,76.88%,92.16%,10.39%,
