,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
34,Ujjivan Small Finance,Total Assets Ann.,26.4%,21%,,"47,689.2","40,422.2","33,316.9","23,604.5","20,380.5","18,411.2","13,742.2","9,473.2","8,435.6",,
35,Ujjivan Small Finance,Contingent Liabilities plus Commitments Ann.,-18.9%,28.7%,,73.1,144.9,95,137.2,40.6,20.7,30.9,19.5,28.3,,
36,Ujjivan Small Finance,Bonus Equity Share Capital Ann.,-,-,,,,,,,,,,,,
37,Ujjivan Small Finance,Non Current Investments Unquoted Book Value Ann.,-,-,,-,-,-,-,-,-,-,-,-,,
38,Ujjivan Small Finance,Current Investments Unquoted Book Value Ann.,-,-,,-,-,-,-,-,-,-,-,-,,
39,Ascom Leasing,Total ShareHolders Funds Ann.,12.8%,14.7%,,49.8,44.7,39.7,34.7,29.9,25.1,14.3,10.8,6.1,5.6,
40,Ascom Leasing,Minority Interest Liability Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,
41,Ascom Leasing,Total Non Current Liabilities Ann.,24.8%,0.3%,,7.2,2.4,0.3,3.7,6.8,7.1,6.8,5,1,0.2,
42,Ascom Leasing,Total Current Liabilities Ann.,4%,-10.1%,,2.7,2.3,2.2,2.4,2.6,4.6,6,0.5,0.4,0.2,
43,Ascom Leasing,Total Capital Plus Liabilities Ann.,13.5%,10.2%,,59.7,49.4,42.2,40.8,39.2,36.7,27.1,16.2,8.1,6.7,
44,Ascom Leasing,Fixed Assets Ann.,18.6%,20.1%,,0.5,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,,
45,Ascom Leasing,Total Non Current Assets Ann.,15.4%,11.7%,,44.7,40.5,33.5,29.1,30.2,25.7,0.3,0.4,0.4,0.1,
46,Ascom Leasing,Total Current Assets Ann.,8.6%,6.4%,,15,8.9,8.7,11.7,9.1,11,26.7,15.9,7.7,6.5,
47,Ascom Leasing,Total Assets Ann.,13.5%,10.2%,,59.7,49.4,42.2,40.8,39.2,36.7,27.1,16.2,8.1,6.7,
48,Ascom Leasing,Contingent Liabilities plus Commitments Ann.,-,-,,-,,,,,,,,,,
49,Ascom Leasing,Bonus Equity Share Capital Ann.,-,-,,-,3.9,3.9,,,,,,,,
50,Ascom Leasing,Non Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
51,Ascom Leasing,Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
52,CSB Bank,Total ShareHolders Funds Ann.,19.3%,18.1%,,"4,497.7","3,803.7","3,203.6","2,651.4","2,180.2","1,960.7","1,431.7",889,999.4,892.8,888.5
53,CSB Bank,Minority Interest Liability Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
54,CSB Bank,Total Non Current Liabilities Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
55,CSB Bank,Total Current Liabilities Ann.,22.3%,23.9%,,930.8,776.2,669.9,509.4,591.2,318.9,355.6,248.6,270.5,278.9,353.9
56,CSB Bank,Total Capital Plus Liabilities Ann.,23.6%,20.5%,,"47,836.3","36,056","29,162.3","25,356.3","23,337.4","18,864.2","16,911.2","15,870.1","16,223.2","15,651.9","15,762.3"
57,CSB Bank,Fixed Assets Ann.,29.7%,22.5%,,628.7,405.9,319.4,287.9,269.5,228.3,217.7,216.1,215.3,215.1,175.1
58,CSB Bank,Total Non Current Assets Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
59,CSB Bank,Total Current Assets Ann.,25.6%,22%,,"35,818.3","28,098.7","22,994.2","18,056.8","16,941.9","13,276.1","12,665.8","11,540","10,246.5","9,450.2","10,533.8"
60,CSB Bank,Total Assets Ann.,23.6%,20.5%,,"47,836.3","36,056","29,162.3","25,356.3","23,337.4","18,864.2","16,911.2","15,870.1","16,223.2","15,651.9","15,762.3"
61,CSB Bank,Contingent Liabilities plus Commitments Ann.,-,-,,-,"2,925.2","2,282.5","1,635.2","1,956.6","1,523.2",657.8,708.6,,908.4,916.6
62,CSB Bank,Bonus Equity Share Capital Ann.,-,-,,-,,,,,,,,,,
63,CSB Bank,Non Current Investments Unquoted Book Value Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
64,CSB Bank,Current Investments Unquoted Book Value Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
65,Mangalam Global,Total ShareHolders Funds Ann.,36.8%,28.4%,,201.5,134.3,111.3,78.7,66.7,57.8,32.6,5.5,0.1,,
66,Mangalam Global,Minority Interest Liability Ann.,-,-,,,-,-,-,-,-,-,-,-,-,
67,Mangalam Global,Total Non Current Liabilities Ann.,-4.7%,28.1%,,21.4,37.4,31.1,24.7,11.1,6.2,0.6,2.4,5.9,0.1,
68,Mangalam Global,Total Current Liabilities Ann.,34.5%,57.8%,,332.9,196.7,240.7,136.7,87.3,34,40.8,1.5,1,2.9,
69,Mangalam Global,Total Capital Plus Liabilities Ann.,32.3%,41.5%,,555.8,368.3,383.1,240.1,165.2,98,74,9.3,6.9,2.9,
70,Mangalam Global,Fixed Assets Ann.,18%,45.8%,,57.3,41,67,34.9,14.3,8.7,1.8,1.6,0,0,
71,Mangalam Global,Total Non Current Assets Ann.,9%,26.8%,,71.1,72.1,101.1,54.9,38.5,21.7,12.1,7.3,5.7,2.4,
72,Mangalam Global,Total Current Assets Ann.,37.8%,44.8%,,484.7,296.2,282,185.1,126.7,76.2,61.9,2,1.2,0.5,
73,Mangalam Global,Total Assets Ann.,32.3%,41.5%,,555.8,368.3,383.1,240.1,165.2,98,74,9.3,6.9,2.9,
74,Mangalam Global,Contingent Liabilities plus Commitments Ann.,59.6%,-,,185.1,183.6,49.3,45.5,,,27.6,,,,
75,Mangalam Global,Bonus Equity Share Capital Ann.,0%,13.2%,,17.3,17.3,17.3,17.3,17.3,9.3,,,,,
76,Mangalam Global,Non Current Investments Unquoted Book Value Ann.,-45.5%,-24.7%,,2.9,13.3,14,17.9,16.2,12,4,,,,
77,Mangalam Global,Current Investments Unquoted Book Value Ann.,-,-,,,,,,,,,,,,
78,Goblin,Total ShareHolders Funds Ann.,23.6%,10.4%,,43.2,38.2,29.7,22.9,24.5,26.4,8.2,6.2,4.5,4.1,
79,Goblin,Minority Interest Liability Ann.,-,-,,,-,-,-,-,-,-,-,-,-,
80,Goblin,Total Non Current Liabilities Ann.,-27.8%,5.6%,,7.1,14.7,17.7,18.9,9.4,5.4,7.6,3,3.5,2.9,
81,Goblin,Total Current Liabilities Ann.,41.9%,16.1%,,31.4,16.6,19.7,11,17.4,14.9,15.5,16.9,11.7,10.2,
82,Goblin,Total Capital Plus Liabilities Ann.,15.6%,11.9%,,81.6,69.5,67,52.8,51.3,46.6,31.3,26.1,19.7,17.1,
83,Goblin,Fixed Assets Ann.,37%,9.4%,,3.6,4,4.3,1.4,1.8,2.3,2,1.4,1.6,1.6,
84,Goblin,Total Non Current Assets Ann.,-7%,-7%,,4.1,7.8,7.8,5.1,5.5,5.9,3,2.4,2.5,2.6,
85,Goblin,Total Current Assets Ann.,17.6%,13.7%,,77.5,61.7,59.2,47.7,45.8,40.7,28.3,23.7,17.2,14.6,
86,Goblin,Total Assets Ann.,15.6%,11.9%,,81.6,69.5,67,52.8,51.3,46.6,31.3,26.1,19.7,17.1,
87,Goblin,Contingent Liabilities plus Commitments Ann.,-,-,,-,,,,,,,,,,
88,Goblin,Bonus Equity Share Capital Ann.,-,-,,-,,,,,,,,,,
89,Goblin,Non Current Investments Unquoted Book Value Ann.,-,-,,-,3.3,3.3,3.3,0.8,2.5,,,,,
90,Goblin,Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
91,Vishwaraj Sugar,Total ShareHolders Funds Ann.,-0.2%,4.8%,,280.5,268.3,255.6,282.6,226,221.8,211.5,228.9,232.5,226.1,229.9
92,Vishwaraj Sugar,Minority Interest Liability Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
93,Vishwaraj Sugar,Total Non Current Liabilities Ann.,22.9%,12.7%,,172.1,114.6,120.5,92.6,106,94.6,74.9,52.6,22.7,31.3,38.7
94,Vishwaraj Sugar,Total Current Liabilities Ann.,-2.5%,0.6%,,366,416.3,350,394.4,380,355.6,433.2,342.7,288,331.6,336.4
95,Vishwaraj Sugar,Total Capital Plus Liabilities Ann.,2.1%,4%,,818.5,799.2,726.2,769.6,712,672,719.6,624.2,543.2,589,605
96,Vishwaraj Sugar,Fixed Assets Ann.,16.8%,10.6%,,477.5,410.9,302.1,299.6,282.2,288.4,275.7,271.9,279,245.4,251.1
97,Vishwaraj Sugar,Total Non Current Assets Ann.,14.7%,10.3%,,482.5,416,307.9,319.5,287.3,295.7,278.9,274.6,282.1,248.4,254.1
98,Vishwaraj Sugar,Total Current Assets Ann.,-9.3%,-2.2%,,336,383.2,418.3,450,424.7,376.3,440.7,349.6,261.2,340.6,350.9
99,Vishwaraj Sugar,Total Assets Ann.,2.1%,4%,,818.5,799.2,726.2,769.6,712,672,719.6,624.2,543.2,589,605
100,Vishwaraj Sugar,Contingent Liabilities plus Commitments Ann.,-,-,,-,18.2,14.2,,,17,18.5,16.5,15.8,21.8,19.1
101,Vishwaraj Sugar,Bonus Equity Share Capital Ann.,-,-,,-,,,,,,,,,,
102,Vishwaraj Sugar,Non Current Investments Unquoted Book Value Ann.,-,-,,-,1.3,1.3,,,1.3,1.1,0.5,0.4,0.4,0.4
103,Vishwaraj Sugar,Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
104,Gensol Engineering,Total ShareHolders Funds Ann.,107.6%,94.8%,,,325.7,209.4,46.5,36.4,33.2,11.6,,,,
105,Gensol Engineering,Minority Interest Liability Ann.,-,-,,,-12.7,0.6,0,0,1.9,-,,,,
106,Gensol Engineering,Total Non Current Liabilities Ann.,470.2%,285.2%,,,"1,186.6",616.6,87.1,6.4,8.6,1.4,,,,
107,Gensol Engineering,Total Current Liabilities Ann.,213%,111.9%,,,828.1,167.3,74.1,27,30.2,19.4,,,,
108,Gensol Engineering,Total Capital Plus Liabilities Ann.,221.9%,135.1%,,,"2,327.8",993.9,207.6,69.8,73.8,32.4,,,,
109,Gensol Engineering,Fixed Assets Ann.,381.9%,267.6%,,,738.7,254.9,55.4,6.6,7.7,1.1,,,,
110,Gensol Engineering,Total Non Current Assets Ann.,438.9%,238.8%,,,"1,205",515.4,64.7,7.7,11.2,2.7,,,,
111,Gensol Engineering,Total Current Assets Ann.,162.5%,106.9%,,,"1,122.8",478.5,142.9,62.1,62.6,29.6,,,,
112,Gensol Engineering,Total Assets Ann.,221.9%,135.1%,,,"2,327.8",993.9,207.6,69.8,73.8,32.4,,,,
113,Gensol Engineering,Contingent Liabilities plus Commitments Ann.,395.9%,173.5%,,,841.3,42.9,11.5,6.9,5.9,5.5,,,,
114,Gensol Engineering,Bonus Equity Share Capital Ann.,78.3%,41.5%,,,34,8.8,8.8,6,6,6,,,,
115,Gensol Engineering,Non Current Investments Unquoted Book Value Ann.,-,-,,,,,,,,0.5,,,,
116,Gensol Engineering,Current Investments Unquoted Book Value Ann.,-,-,,,,,,,,,,,,
117,Goldkart Jewels,Total ShareHolders Funds Ann.,32.9%,18.8%,,50.2,35.8,22.9,21.4,21.3,21.2,9.8,9.5,4.7,4.6,4.6
118,Goldkart Jewels,Minority Interest Liability Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
119,Goldkart Jewels,Total Non Current Liabilities Ann.,-51.3%,24.6%,,0.3,0.7,2.7,2.6,1.1,0.1,0.2,0,1.2,0.3,0.4
120,Goldkart Jewels,Total Current Liabilities Ann.,-7.2%,4.5%,,14.7,14.2,11.6,18.4,15,11.8,12.3,12.9,6.4,7.6,8.4
121,Goldkart Jewels,Total Capital Plus Liabilities Ann.,15.4%,14.5%,,65.1,50.6,37.2,42.4,37.4,33.1,22.2,22.4,12.2,12.5,13.3
122,Goldkart Jewels,Fixed Assets Ann.,122.4%,61.5%,,1.1,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
123,Goldkart Jewels,Total Non Current Assets Ann.,400.7%,142.4%,,25.1,13.3,1.4,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.3
124,Goldkart Jewels,Total Current Assets Ann.,-1.7%,4%,,40,37.3,35.8,42.1,37.1,32.8,22.1,22.1,12,12.3,13
125,Goldkart Jewels,Total Assets Ann.,15.4%,14.5%,,65.1,50.6,37.2,42.4,37.4,33.1,22.2,22.4,12.2,12.5,13.3
126,Goldkart Jewels,Contingent Liabilities plus Commitments Ann.,-,-,,-,,,,,,,,,,
127,Goldkart Jewels,Bonus Equity Share Capital Ann.,-,-,,-,1.3,1.3,1.3,1.3,1.3,5.8,,,,
128,Goldkart Jewels,Non Current Investments Unquoted Book Value Ann.,-,-,,-,12.9,1,0.1,0.1,,,0.1,0.1,,
129,Goldkart Jewels,Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
130,Indian Railway Catering,Total ShareHolders Funds Ann.,24.8%,22.5%,,"3,663.3","3,230","2,478.4","1,883.9","1,467","1,327.8","1,071",945.4,778.3,542.1,444.3
131,Indian Railway Catering,Minority Interest Liability Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
132,Indian Railway Catering,Total Non Current Liabilities Ann.,25.5%,19.7%,,333.2,229.7,219,168.7,161.3,135.7,66.7,89.6,190,175.7,151
133,Indian Railway Catering,Total Current Liabilities Ann.,16.2%,9.4%,,"2,802.9","2,631.4","2,391.4","1,784.6","1,537.8","1,786.3","1,456.5","1,265.1",858.3,719.3,552.1
134,Indian Railway Catering,Total Capital Plus Liabilities Ann.,21%,15.9%,,"6,799.3","6,091.1","5,088.8","3,837.2","3,166","3,249.8","2,594.2","2,300.1","1,826.6","1,437.1","1,147.4"
135,Indian Railway Catering,Fixed Assets Ann.,32.5%,22.9%,,840.7,785.3,384.7,361.6,334.3,299.6,222.6,197.5,187.2,172.8,171.8
136,Indian Railway Catering,Total Non Current Assets Ann.,31.3%,23.9%,,"1,144.3",961.9,736.1,506.1,441.1,391.9,329.7,276.2,285.6,292,293.9
137,Indian Railway Catering,Total Current Assets Ann.,19.3%,14.6%,,"5,655.1","5,129.2","4,352.7","3,331","2,724.9","2,858","2,264.5","2,023.9","1,541.1","1,145",853.5
138,Indian Railway Catering,Total Assets Ann.,21%,15.9%,,"6,799.3","6,091.1","5,088.8","3,837.2","3,166","3,249.8","2,594.2","2,300.1","1,826.6","1,437.1","1,147.4"
139,Indian Railway Catering,Contingent Liabilities plus Commitments Ann.,-,-,,-,307.4,485.9,307.6,206.6,235.9,224,258.1,174.3,247.9,225
140,Indian Railway Catering,Bonus Equity Share Capital Ann.,-,-,,-,140,140,140,140,140,140,20,20,,
141,Indian Railway Catering,Non Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
142,Indian Railway Catering,Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
143,Galactico Corporate,Total ShareHolders Funds Ann.,28.1%,20.9%,,34.3,18.7,17.7,16.3,14.6,13.3,12.3,11.7,7.1,0,
144,Galactico Corporate,Minority Interest Liability Ann.,-,-,,4.3,-,-,-,-,-,-,-,-,-,
145,Galactico Corporate,Total Non Current Liabilities Ann.,80.8%,41.4%,,13,1.2,1.9,2.2,2.2,2.3,0.4,0.1,,,
146,Galactico Corporate,Total Current Liabilities Ann.,55.6%,55.4%,,18.1,14.4,6,4.8,0.9,2,0.3,0.4,0.9,,
147,Galactico Corporate,Total Capital Plus Liabilities Ann.,44.4%,31.7%,,69.8,34.3,25.6,23.2,17.8,17.6,12.9,12.2,8,0,
148,Galactico Corporate,Fixed Assets Ann.,54.3%,32.3%,,27.2,7,7.2,7.4,7.6,6.7,5.8,4.8,4.7,,
149,Galactico Corporate,Total Non Current Assets Ann.,9%,17.3%,,27.3,24.9,21.4,21.1,13.2,12.3,11.4,10.5,5.2,,
150,Galactico Corporate,Total Current Assets Ann.,172.3%,51.6%,,42.4,9.5,4.3,2.1,4.6,5.3,1.5,1.7,2.8,0,
151,Galactico Corporate,Total Assets Ann.,44.4%,31.7%,,69.8,34.3,25.6,23.2,17.8,17.6,12.9,12.2,8,0,
152,Galactico Corporate,Contingent Liabilities plus Commitments Ann.,-,-,,-,,,,,,,,,,
153,Galactico Corporate,Bonus Equity Share Capital Ann.,-,-,,-,14.5,14.5,11.1,5.4,5.4,5.4,,,,
154,Galactico Corporate,Non Current Investments Unquoted Book Value Ann.,-,-,,-,17.9,14.2,13.6,5.6,5.6,,,,,
155,Galactico Corporate,Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
156,Misquita Engineering,Total ShareHolders Funds Ann.,28.5%,18.8%,,12.3,10.6,6.3,5.8,5.5,5.2,3.9,3.5,3.2,,
157,Misquita Engineering,Minority Interest Liability Ann.,-,-,,-,-,-,-,-,-,-,-,-,,
158,Misquita Engineering,Total Non Current Liabilities Ann.,-37%,-26%,,0.2,0,0.1,0.8,0.9,0.9,1.8,1.5,0.6,,
159,Misquita Engineering,Total Current Liabilities Ann.,-3.9%,13%,,2.4,2.9,2.9,2.7,1.7,1.3,2.4,2.5,1.5,,
160,Misquita Engineering,Total Capital Plus Liabilities Ann.,17.3%,14.9%,,15,13.6,9.2,9.3,8,7.5,8,7.4,5.3,,
161,Misquita Engineering,Fixed Assets Ann.,12.4%,12.5%,,2.7,2.4,2.3,1.9,1.8,1.5,1.4,1,0.3,,
162,Misquita Engineering,Total Non Current Assets Ann.,6.9%,22.4%,,4.4,4.1,4,3.6,1.8,1.6,1.4,1.1,0.3,,
163,Misquita Engineering,Total Current Assets Ann.,23%,12.4%,,10.6,9.5,5.2,5.7,6.2,5.9,6.6,6.4,5,,
164,Misquita Engineering,Total Assets Ann.,17.3%,14.9%,,15,13.6,9.2,9.3,8,7.5,8,7.4,5.3,,
165,Misquita Engineering,Contingent Liabilities plus Commitments Ann.,-,-,,-,,,,,,,,,,
166,Misquita Engineering,Bonus Equity Share Capital Ann.,-,-,,-,1,1,1,1,1,1,1,1,,
167,Misquita Engineering,Non Current Investments Unquoted Book Value Ann.,-,-,,-,1.3,1.3,1.3,,,,,,,
168,Misquita Engineering,Current Investments Unquoted Book Value Ann.,-,-,,-,0.1,0.1,0.4,,,,,,,
169,Shiv Aum Steels,Total ShareHolders Funds Ann.,12.5%,11.7%,,116,106.2,95.8,81.4,68.9,66.8,46.6,40.9,35.5,,
170,Shiv Aum Steels,Minority Interest Liability Ann.,-,-,,,,-,-,-,-,-,-,-,,
171,Shiv Aum Steels,Total Non Current Liabilities Ann.,14.6%,7.8%,,13.7,9.2,9.2,9.1,9.1,9.4,24.3,16.5,12.9,,
172,Shiv Aum Steels,Total Current Liabilities Ann.,25.9%,12.9%,,87.2,67.9,58.1,43.7,43.4,47.5,59.7,51.8,31.8,,
173,Shiv Aum Steels,Total Capital Plus Liabilities Ann.,17.3%,11.9%,,216.8,183.4,163,134.2,121.4,123.7,130.6,109.3,80.1,,
174,Shiv Aum Steels,Fixed Assets Ann.,-4.5%,-3.1%,,4.1,4.4,4.2,4.7,4.4,4.8,5.3,5.4,6,,
175,Shiv Aum Steels,Total Non Current Assets Ann.,-13.6%,-3.5%,,6.7,10,9.8,10.4,6.1,8,8.3,7.6,10.8,,
176,Shiv Aum Steels,Total Current Assets Ann.,19.3%,12.7%,,210.2,173.4,153.3,123.8,115.3,115.7,122.3,101.6,69.3,,
177,Shiv Aum Steels,Total Assets Ann.,17.3%,11.9%,,216.8,183.4,163,134.2,121.4,123.7,130.6,109.3,80.1,,
178,Shiv Aum Steels,Contingent Liabilities plus Commitments Ann.,-,-,,-,0.1,0.1,,,,0.1,2.9,0.1,,
179,Shiv Aum Steels,Bonus Equity Share Capital Ann.,-,-,,-,,5,5,5,5,5,5,5,,
180,Shiv Aum Steels,Non Current Investments Unquoted Book Value Ann.,-,-,,-,5.3,,5.5,1.7,1.7,,,,,
181,Shiv Aum Steels,Current Investments Unquoted Book Value Ann.,-,-,,-,4.1,,,,,,,,,
182,Novateor Research,Total ShareHolders Funds Ann.,10.4%,4.1%,,10.5,8.8,7.9,7.8,8.6,8.6,4.1,0.9,0.9,,
183,Novateor Research,Minority Interest Liability Ann.,-,-,,-,-,-,-,-,-,-,-,-,,
184,Novateor Research,Total Non Current Liabilities Ann.,10.1%,14.9%,,0.4,0.5,0.7,0.3,0.3,0.2,0,0.8,0.9,,
185,Novateor Research,Total Current Liabilities Ann.,152%,74.1%,,1.6,1.2,0.3,0.1,0.1,0.1,0.2,0.1,0.1,,
186,Novateor Research,Total Capital Plus Liabilities Ann.,15.9%,7.4%,,12.6,10.5,8.9,8.1,9,8.8,4.3,1.8,1.9,,
187,Novateor Research,Fixed Assets Ann.,21.4%,-0.6%,,3.4,2.9,2.2,1.9,3.4,3.5,3.6,1.6,1.7,,
188,Novateor Research,Total Non Current Assets Ann.,20.5%,-1.1%,,3.5,2.9,2.3,2,3.5,3.7,3.6,1.6,1.7,,
189,Novateor Research,Total Current Assets Ann.,14.3%,12.3%,,9.1,7.5,6.6,6.1,5.5,5.1,0.8,0.2,0.2,,
190,Novateor Research,Total Assets Ann.,15.9%,7.4%,,12.6,10.5,8.9,8.1,9,8.8,4.3,1.8,1.9,,
191,Novateor Research,Contingent Liabilities plus Commitments Ann.,-,-,,-,,,,,,,,,,
192,Novateor Research,Bonus Equity Share Capital Ann.,-,-,,-,2.8,2.8,2.8,2.8,2.8,2.8,,,,
193,Novateor Research,Non Current Investments Unquoted Book Value Ann.,-,-,,-,0,0,0,0,0,,,,,
194,Novateor Research,Current Investments Unquoted Book Value Ann.,-,-,,-,,,,,,,,,,
195,Transpact Enterprises,Total ShareHolders Funds Ann.,-5.9%,-11.1%,,0.5,0.4,0.5,0.6,0.8,0.9,0.3,0.3,0.2,0.1,
196,Transpact Enterprises,Minority Interest Liability Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,
197,Transpact Enterprises,Total Non Current Liabilities Ann.,-,-,,0,0,0,0,0,0,0,,,,
198,Transpact Enterprises,Total Current Liabilities Ann.,-26.3%,-12.9%,,0.2,0.2,0.5,0.5,0.5,0.4,0.3,0.2,0.1,0.1,
199,Transpact Enterprises,Total Capital Plus Liabilities Ann.,-14%,-11.6%,,0.7,0.7,1,1.1,1.4,1.3,0.5,0.5,0.2,0.2,
200,Transpact Enterprises,Fixed Assets Ann.,-20.6%,-19.7%,,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.1,
201,Transpact Enterprises,Total Non Current Assets Ann.,-53.6%,-38.1%,,0.1,0.2,1,1,1,1.1,0.4,0.3,0.2,0.1,
