,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
83,Indian Railway Catering,ROCE Ann. %,-0.7%,-3.4%,,43.18%,45.48%,49.78%,44.07%,14.10%,51.34%,38.98%,32.52%,34.13%,43.02%,35.82%
84,Indian Railway Catering,Profitability Ratio,,,,,,,,,,,,,,
85,Indian Railway Catering,Liquidity Ratio,,,,,,,,,,,,,,
86,Indian Railway Catering,Valuation Ratio,,,,,,,,,,,,,,
87,Indian Railway Catering,Total Debt to Total Equity Ann.,,,,,,,0,,,,,,,
88,Galactico Corporate,BVSH Ann.,-45.5%,-37%,,2.3,1.3,1.2,14.2,25.5,23.1,22.6,21.5,"1,045.4",10.2,
89,Galactico Corporate,RoA Ann. %,-22.5%,4.6%,,3.38%,3.11%,5.45%,7.27%,7.66%,2.70%,4.97%,7.30%,4.76%,1.75%,
90,Galactico Corporate,ROE Ann. %,-12.7%,14%,,6.88%,5.70%,7.89%,10.35%,9.31%,3.58%,5.21%,7.62%,5.34%,1.93%,
91,Galactico Corporate,ROCE Ann. %,-18.3%,8.3%,,7.66%,8.80%,10.26%,14.05%,12.08%,5.15%,7.97%,10.22%,5.61%,2.80%,
92,Galactico Corporate,Profitability Ratio,,,,,,,,,,,,,,
93,Galactico Corporate,Liquidity Ratio,,,,,,,,,,,,,,
94,Galactico Corporate,Valuation Ratio,,,,,,,,,,,,,,
95,Galactico Corporate,Total Debt to Total Equity Ann.,58.7%,14.9%,,0.4,0.6,0.2,0.1,0.1,0.2,,,,,
96,Misquita Engineering,BVSH Ann.,12.2%,9.4%,,30.4,29.9,23.5,21.5,20.2,19.4,17.2,15.5,14.2,,
97,Misquita Engineering,RoA Ann. %,-33.8%,-27.1%,,1.32%,-2.12%,4.93%,4.55%,2.84%,6.40%,4.88%,3.83%,2.80%,,
98,Misquita Engineering,ROE Ann. %,-39.6%,-29.4%,,1.61%,-2.71%,7.19%,7.31%,4.19%,9.18%,10.12%,8.17%,4.64%,,
99,Misquita Engineering,ROCE Ann. %,-44.8%,-33.5%,,1.79%,-1.33%,11.38%,10.65%,7.27%,13.81%,14.11%,10.78%,10.46%,,
100,Misquita Engineering,Profitability Ratio,,,,,,,,,,,,,,
101,Misquita Engineering,Liquidity Ratio,,,,,,,,,,,,,,
102,Misquita Engineering,Valuation Ratio,,,,,,,,,,,,,,
103,Misquita Engineering,Total Debt to Total Equity Ann.,-20.6%,-19.7%,,0.1,0.1,0.3,0.2,0.2,0.3,0.7,0.7,0.3,,
104,Shiv Aum Steels,BVSH Ann.,12.5%,11.7%,,85.3,78.1,70.4,59.9,50.7,49.1,46.6,40.9,35.5,,
105,Shiv Aum Steels,RoA Ann. %,-21.5%,1.9%,,4.50%,5.70%,8.78%,9.30%,1.78%,4.09%,4.38%,4.99%,3.65%,,
106,Shiv Aum Steels,ROE Ann. %,-18.1%,2.1%,,8.42%,9.84%,14.95%,15.33%,3.14%,7.59%,12.27%,13.33%,8.26%,,
107,Shiv Aum Steels,ROCE Ann. %,-11%,0.2%,,16.13%,18.13%,23.30%,22.85%,9.36%,15.97%,21.73%,22.30%,16.69%,,
108,Shiv Aum Steels,Profitability Ratio,,,,,,,,,,,,,,
109,Shiv Aum Steels,Liquidity Ratio,,,,,,,,,,,,,,
110,Shiv Aum Steels,Valuation Ratio,,,,,,,,,,,,,,
111,Shiv Aum Steels,Total Debt to Total Equity Ann.,10.1%,0%,,0.8,0.7,0.6,0.6,0.7,0.8,1.7,1.5,1.1,,
112,Novateor Research,BVSH Ann.,11.8%,6.4%,,21.8,17.5,15.7,15.6,16.1,16,11,186.7,186.5,,
113,Novateor Research,RoA Ann. %,-,-,,0.64%,0.27%,0.41%,-2.80%,0.13%,-0.08%,5.06%,0.04%,-0.15%,,
114,Novateor Research,ROE Ann. %,-,-,,0.77%,0.34%,0.48%,-3.02%,0.15%,-0.10%,6.67%,0.09%,-0.32%,,
115,Novateor Research,ROCE Ann. %,-13.9%,33.8%,,1.67%,0.80%,0.77%,2.62%,0.20%,0.39%,7.27%,0.50%,0.73%,,
116,Novateor Research,Profitability Ratio,,,,,,,,,,,,,,
117,Novateor Research,Liquidity Ratio,,,,,,,,,,,,,,
118,Novateor Research,Valuation Ratio,,,,,,,,,,,,,,
119,Novateor Research,Total Debt to Total Equity Ann.,-,-,,0.1,0.1,0.1,0,0,0,,0.9,0.9,,
120,Transpact Enterprises,BVSH Ann.,-8.9%,-12.6%,,11.7,11.4,13.8,15.5,21.2,22.9,0.4,18,40.6,34.1,
121,Transpact Enterprises,RoA Ann. %,-,-,,1.28%,-13.85%,-6.30%,-20.05%,-4.64%,-33.17%,-13.67%,-19.47%,-19.19%,-38.79%,
122,Transpact Enterprises,ROE Ann. %,-,-,,1.99%,-20.54%,-12.35%,-36.85%,-7.82%,-49.00%,"-4,437.50%",-126.03%,-27.58%,-52.52%,
123,Transpact Enterprises,ROCE Ann. %,-,-,,0.89%,-20.42%,-11.98%,-34.96%,-6.96%,-46.70%,-22.38%,-28.36%,-27.58%,-52.52%,
124,Transpact Enterprises,Profitability Ratio,,,,,,,,,,,,,,
125,Transpact Enterprises,Liquidity Ratio,,,,,,,,,,,,,,
126,Transpact Enterprises,Valuation Ratio,,,,,,,,,,,,,,
127,Transpact Enterprises,Total Debt to Total Equity Ann.,-26.3%,-7.8%,,0.2,0.1,0.5,0.5,0.4,0.3,114.9,1.5,0.4,0.3,
128,Alphalogic Techsys,BVSH Ann.,-1.7%,-27.2%,,7.5,10.2,7,7.9,38.9,36.7,163,10,10,,
129,Alphalogic Techsys,RoA Ann. %,-3.2%,-12.1%,,7.53%,6.97%,6.15%,8.29%,4.40%,14.35%,36.64%,428.93%,28.17%,,
130,Alphalogic Techsys,ROE Ann. %,2.3%,-12.1%,,10.33%,10.64%,7.74%,9.65%,5.49%,19.72%,68.68%,428.93%,46.53%,,
131,Alphalogic Techsys,ROCE Ann. %,0.8%,-11%,,15.43%,15.63%,10.95%,15.08%,11.36%,27.63%,95.38%,551.37%,63.59%,,
132,Alphalogic Techsys,Profitability Ratio,,,,,,,,,,,,,,
133,Alphalogic Techsys,Liquidity Ratio,,,,,,,,,,,,,,
134,Alphalogic Techsys,Valuation Ratio,,,,,,,,,,,,,,
135,Alphalogic Techsys,Total Debt to Total Equity Ann.,-,-,,0,0.1,0.2,0.2,0.2,0.2,0.6,,0.3,,
136,Sterling and Wilson,BVSH Ann.,-18.3%,0.9%,,43.1,41.6,-12.7,79.1,31.9,41.2,27.4,146.6,,,
137,Sterling and Wilson,RoA Ann. %,-,-29.1%,,1.44%,-4.92%,-36.65%,-4.21%,-2.95%,8.03%,4.28%,3.43%,,,
138,Sterling and Wilson,ROE Ann. %,-,-29.7%,,8.08%,-21.86%,,-11.15%,-21.76%,47.10%,44.67%,56.15%,,,
139,Sterling and Wilson,ROCE Ann. %,-,-27.3%,,17.09%,3.68%,-210.97%,-8.51%,-13.93%,84.31%,80.92%,88.54%,,,
140,Sterling and Wilson,Profitability Ratio,,,,,,,,,,,,,,
141,Sterling and Wilson,Liquidity Ratio,,,,,,,,,,,,,,
142,Sterling and Wilson,Valuation Ratio,,,,,,,,,,,,,,
143,Sterling and Wilson,Total Debt to Total Equity Ann.,65.1%,0%,,0.9,0.5,-9,0.2,0.8,0.9,2.7,0.3,,,
144,Spandana Sphoorty,BVSH Ann.,-5.7%,-1.9%,,367.8,498.7,428.7,438.8,422.3,405.5,316.3,82.5,9.3,-297.8,-414
145,Spandana Sphoorty,RoA Ann. %,-,-,,-11.94%,3.63%,0.13%,0.67%,1.54%,5.66%,6.30%,4.99%,22.99%,11.58%,4.44%
146,Spandana Sphoorty,ROE Ann. %,-,-,,-36.47%,13.15%,0.40%,1.53%,4.74%,12.90%,16.36%,76.58%,"1,669.41%",-40.07%,-12.39%
147,Spandana Sphoorty,ROCE Ann. %,-,-,,-14.87%,20.30%,7.15%,11.85%,12.02%,27.22%,25.01%,13.72%,9.69%,37.79%,14.88%
148,Spandana Sphoorty,Profitability Ratio,,,,,,,,,,,,,,
149,Spandana Sphoorty,Liquidity Ratio,,,,,,,,,,,,,,
150,Spandana Sphoorty,Valuation Ratio,,,,,,,,,,,,,,
151,Spandana Sphoorty,Total Debt to Total Equity Ann.,18.6%,10.8%,,2,2.5,2,1.2,1.9,1.2,1.6,9.5,35.1,,-0.4
152,Affle,BVSH Ann.,28.4%,15.7%,,134,123.6,68.3,63.3,75.8,64.7,19.1,12.4,8.7,8.3,5.2
153,Affle,RoA Ann. %,-2%,-16.7%,,5.22%,3.74%,6.04%,5.55%,9.32%,12.98%,17.82%,15.21%,0.67%,11.80%,7.80%
154,Affle,ROE Ann. %,-2.9%,-21%,,6.14%,4.38%,7.35%,6.70%,14.61%,19.92%,36.04%,29.27%,1.56%,38.03%,27.62%
155,Affle,ROCE Ann. %,-2.8%,-20.7%,,8.26%,5.88%,9.87%,9.00%,18.56%,26.39%,49.90%,46.87%,10.61%,31.81%,21.95%
156,Affle,Profitability Ratio,,,,,,,,,,,,,,
157,Affle,Liquidity Ratio,,,,,,,,,,,,,,
158,Affle,Valuation Ratio,,,,,,,,,,,,,,
159,Affle,Total Debt to Total Equity Ann.,,,,,,,,,,,,0.2,0.3,
160,Wonder Electricals,BVSH Ann.,-42.8%,-31.9%,,7.5,50.7,44.5,40,56.2,51.2,32.5,67.7,28.8,,
161,Wonder Electricals,RoA Ann. %,7.7%,9.8%,,4.04%,2.88%,2.70%,3.23%,2.15%,2.53%,4.70%,6.34%,7.62%,,
162,Wonder Electricals,ROE Ann. %,6.6%,9.7%,,16.45%,14.94%,10.55%,13.59%,9.01%,10.36%,30.67%,57.46%,86.28%,,
163,Wonder Electricals,ROCE Ann. %,8.8%,12.1%,,28.20%,19.84%,17.99%,21.91%,15.54%,15.96%,35.87%,67.83%,59.90%,,
164,Wonder Electricals,Profitability Ratio,,,,,,,,,,,,,,
165,Wonder Electricals,Liquidity Ratio,,,,,,,,,,,,,,
166,Wonder Electricals,Valuation Ratio,,,,,,,,,,,,,,
167,Wonder Electricals,Total Debt to Total Equity Ann.,49.4%,27.2%,,1,0.9,0.4,0.3,0.2,0.3,1.2,2.4,3.5,,
168,SK Intl Export,BVSH Ann.,1.8%,-4.9%,,9.5,6.6,8.6,9,10.1,12.2,10.2,10,10,10,
169,SK Intl Export,RoA Ann. %,-,-,,30.30%,-26.21%,-4.01%,-7.68%,-16.60%,-4.76%,1.67%,24.89%,7.64%,2.38%,
170,SK Intl Export,ROE Ann. %,-,-,,31.13%,-31.40%,-4.88%,-11.77%,-20.93%,-5.22%,1.90%,36.96%,11.36%,5.31%,
171,SK Intl Export,ROCE Ann. %,-,-,,31.07%,-29.50%,3.00%,-10.50%,-22.83%,-6.12%,3.18%,20.42%,15.27%,24.09%,
172,SK Intl Export,Profitability Ratio,,,,,,,,,,,,,,
173,SK Intl Export,Liquidity Ratio,,,,,,,,,,,,,,
174,SK Intl Export,Valuation Ratio,,,,,,,,,,,,,,
175,SK Intl Export,Total Debt to Total Equity Ann.,-,-,,0,0.1,0,0.2,0.1,0,0,0,0.2,0.4,
176,City Pulse Multiplex,BVSH Ann.,74.5%,34.4%,,85.6,84.4,13.9,16.1,16.8,19.5,22.7,-21.5,-32,,
177,City Pulse Multiplex,RoA Ann. %,-,8.7%,,1.38%,0.15%,-8.26%,-4.21%,-8.59%,0.91%,9.60%,8.09%,3.60%,,
178,City Pulse Multiplex,ROE Ann. %,-,-1.3%,,1.47%,0.16%,-16.13%,-7.35%,-15.94%,1.57%,24.84%,-48.82%,-12.43%,,
179,City Pulse Multiplex,ROCE Ann. %,-,-7.6%,,1.63%,0.15%,-11.00%,-5.21%,-11.50%,2.42%,11.67%,7.76%,2.12%,,
180,City Pulse Multiplex,Profitability Ratio,,,,,,,,,,,,,,
181,City Pulse Multiplex,Liquidity Ratio,,,,,,,,,,,,,,
182,City Pulse Multiplex,Valuation Ratio,,,,,,,,,,,,,,
183,City Pulse Multiplex,Total Debt to Total Equity Ann.,-,-,,0,0,0.4,0.4,0.4,0.3,1.1,-6.5,-3.9,,
184,AB Infrabuild,BVSH Ann.,-1.9%,-2.1%,,20.7,18.4,27.9,21.9,21.2,23,17.6,44.7,32.1,31.5,30.2
185,AB Infrabuild,RoA Ann. %,98.3%,22.8%,,6.47%,7.28%,6.01%,0.83%,-1.96%,2.32%,3.40%,3.82%,0.21%,0.51%,1.07%
186,AB Infrabuild,ROE Ann. %,67.4%,10.3%,,14.60%,14.00%,21.34%,3.11%,-8.30%,8.94%,19.09%,28.14%,1.97%,4.14%,10.38%
187,AB Infrabuild,ROCE Ann. %,16.2%,-3.3%,,21.14%,21.41%,28.98%,13.48%,15.07%,25.05%,54.01%,64.82%,57.89%,65.56%,53.18%
188,AB Infrabuild,Profitability Ratio,,,,,,,,,,,,,,
189,AB Infrabuild,Liquidity Ratio,,,,,,,,,,,,,,
190,AB Infrabuild,Valuation Ratio,,,,,,,,,,,,,,
191,AB Infrabuild,Total Debt to Total Equity Ann.,-10.1%,0%,,0.8,0.5,0.9,1.1,0.9,0.8,1.7,3.3,4.3,4.1,5.2
192,Murae Organisor,BVSH Ann.,-6.6%,-37.7%,,2.2,2.3,3,2.7,23.5,23.4,192.7,159.1,143.3,128.1,118.8
193,Murae Organisor,RoA Ann. %,-47%,-25.5%,,1.15%,0.04%,6.93%,7.72%,0.31%,5.02%,7.14%,4.68%,1.53%,1.23%,2.47%
194,Murae Organisor,ROE Ann. %,-35.3%,-22.2%,,3.60%,0.09%,10.59%,13.29%,0.60%,12.59%,27.94%,18.62%,10.57%,7.85%,94.84%
195,Murae Organisor,ROCE Ann. %,-49.9%,-35.7%,,2.38%,0.60%,16.48%,18.90%,6.20%,21.60%,39.89%,30.61%,36.59%,16.58%,11.11%
196,Murae Organisor,Profitability Ratio,,,,,,,,,,,,,,
197,Murae Organisor,Liquidity Ratio,,,,,,,,,,,,,,
198,Murae Organisor,Valuation Ratio,,,,,,,,,,,,,,
199,Murae Organisor,Total Debt to Total Equity Ann.,26%,10.8%,,1,,0.5,0.5,0.8,0.6,1.4,1.3,1.3,1.4,9.6
200,IndiaMART InterMESH,BVSH Ann.,-15.1%,31.9%,,379.3,295.3,675.1,619.3,533.3,95.1,56.2,-313,-55.5,-63.2,-141.9
201,IndiaMART InterMESH,RoA Ann. %,12.4%,2.6%,,14.84%,10.75%,8.09%,10.44%,11.39%,13.06%,1.53%,-13.17%,0.12%,-16.57%,-17.70%
202,IndiaMART InterMESH,ROE Ann. %,17.7%,-12.9%,,26.67%,20.45%,13.18%,16.37%,17.73%,53.26%,7.83%,,-0.85%,,
203,IndiaMART InterMESH,ROCE Ann. %,14.1%,-5.5%,,26.28%,20.40%,14.00%,17.67%,20.37%,34.87%,11.57%,-80.51%,1.17%,-47.55%,68.96%
204,IndiaMART InterMESH,Profitability Ratio,,,,,,,,,,,,,,
205,IndiaMART InterMESH,Liquidity Ratio,,,,,,,,,,,,,,
206,IndiaMART InterMESH,Valuation Ratio,,,,,,,,,,,,,,
207,IndiaMART InterMESH,Total Debt to Total Equity Ann.,,,,,,,,,,,,,,
208,SBC Exports,BVSH Ann.,-2.6%,-42.7%,,1.2,1.4,1.7,1.3,21.2,19.5,16.8,141.3,58.3,25.5,
209,SBC Exports,RoA Ann. %,11.7%,15.1%,,4.92%,5.09%,5.93%,3.53%,2.40%,2.44%,3.62%,4.38%,3.54%,1.37%,
210,SBC Exports,ROE Ann. %,22.7%,31%,,24.03%,21.25%,19.47%,13.00%,8.16%,6.24%,10.42%,58.72%,56.31%,25.82%,
211,SBC Exports,ROCE Ann. %,9.5%,19.2%,,30.90%,26.82%,28.11%,23.52%,14.27%,12.85%,16.50%,62.73%,57.51%,26.78%,
212,SBC Exports,Profitability Ratio,,,,,,,,,,,,,,
213,SBC Exports,Liquidity Ratio,,,,,,,,,,,,,,
214,SBC Exports,Valuation Ratio,,,,,,,,,,,,,,
215,SBC Exports,Total Debt to Total Equity Ann.,84.2%,52.8%,,2.5,1.2,0.8,0.4,0.4,0.3,0.3,0.9,0.7,0.5,
216,Anand Rayons,BVSH Ann.,27.9%,18.9%,,41.8,24.2,22.1,20,18,17.6,13.5,12,10,10,
217,Anand Rayons,RoA Ann. %,-1.9%,28%,,3.51%,4.22%,4.28%,3.72%,1.04%,1.02%,3.94%,2.44%,1.80%,1.20%,
218,Anand Rayons,ROE Ann. %,-22.8%,12.2%,,4.51%,8.63%,9.52%,9.80%,2.66%,2.54%,15.38%,16.65%,15.72%,8.53%,
219,Anand Rayons,ROCE Ann. %,-24.8%,-4.4%,,9.03%,17.12%,17.46%,21.24%,10.80%,11.30%,26.70%,29.78%,26.40%,17.92%,
220,Anand Rayons,Profitability Ratio,,,,,,,,,,,,,,
221,Anand Rayons,Liquidity Ratio,,,,,,,,,,,,,,
222,Anand Rayons,Valuation Ratio,,,,,,,,,,,,,,
223,Anand Rayons,Total Debt to Total Equity Ann.,-41.5%,-31.2%,,0.2,0.8,1,1,1.3,1.3,2.1,3.8,4.5,4.3,
